url,headline,scrape_date,scrape_datetime,time
https://eng.lsm.lv/article/politics/diplomacy/07.08.2026-state-chancellery-lowers-the-bar-looking-for-next-director.a657859/,State Chancellery lowers the bar looking for next director,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/politics/saeima/06.08.2026-knab-will-check-if-saeima-deputies-are-gaming-the-system-on-expenses.a657791/,KNAB will check if Saeima deputies are gaming the system on expenses,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/politics/politics/05.08.2026-frosty-meeting-between-latvian-government-and-ngos.a657681/,Frosty meeting between Latvian government and NGOs,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/politics/politics/05.08.2026-latvian-minister-in-the-soup-after-lecturing-spain-on-immigration.a657536/,Latvian Minister in the soup after lecturing Spain on immigration,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/politics/diplomacy/04.08.2026-latvias-national-position-on-russia-and-belarus-is-to-step-up-sanctions.a657500/,Latvia's 'national position' on Russia and Belarus is to step up sanctions,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/politics/politics/03.08.2026-another-attempt-required-to-find-latvias-senior-civil-servant.a657262/,Another attempt required to find Latvia's senior civil servant,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/politics/politics/03.08.2026-kulbergs-claims-about-ngo-costs-are-questionable.a657237/,Kulbergs' claims about NGO costs are questionable,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/society/society/07.08.2026-users-should-check-their-latvian-e-signature-software-is-up-to-date.a657880/,Users should check their Latvian e-signature software is up to date,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/society/crime/07.08.2026-latvian-police-say-they-have-caught-banned-channel-tv-technician.a657877/,Latvian police say they have caught banned channel TV technician,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/society/society/07.08.2026-rent-for-municipal-apartments-in-daugavpils-will-be-doubled.a657867/,Rent for municipal apartments in Daugavpils will be doubled,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/society/environment/07.08.2026-solar-eclipse-coming-latvias-way.a657855/,Solar eclipse coming Latvia's way,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/society/environment/07.08.2026-asbestos-containing-roofing-still-widespread-in-latvia.a657852/,Asbestos-containing roofing still widespread in Latvia,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/culture/culture/07.08.2026-three-for-the-weekend-paper-mill-operetta-theatre.a657891/,"Three for the Weekend: Paper mill, Operetta, Theatre",2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/culture/literature/07.08.2026-rakstivals-festival-champions-writing-this-weekend.a657869/,'Rakstivāls' festival champions writing this weekend,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/culture/sport/06.08.2026-latvian-future-football-stadium-location-still-foggy.a657812/,Latvian future football stadium location still foggy,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/culture/sport/06.08.2026-davis-bertans-ends-career-in-latvian-national-basketball-team.a657687/,Dāvis Bertāns ends career in Latvian national basketball team,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/culture/sport/05.08.2026-urgent-repairs-required-at-balvi-swimming-pool.a657567/,Urgent repairs required at Balvi swimming pool,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/culture/culture/04.08.2026-tere-naaber-estonian-days-are-coming-to-northern-latvia.a657447/,"Tere, naaber! Estonian Days are coming to northern Latvia",2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/culture/history/04.08.2026-possible-livonian-castle-site-examined-by-archaeologists.a657375/,Possible Livonian castle site examined by archaeologists,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/economy/transport/07.08.2026-beware-of-heavy-machinery-during-harvest-in-latvia.a657881/,Beware of heavy machinery during harvest in Latvia,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/economy/transport/07.08.2026-latvians-order-fewer-cheap-goods-since-new-tax-introduction.a657853/,Latvians order fewer cheap goods since new tax introduction,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/economy/transport/06.08.2026-more-roads-to-be-resurfaced-in-latvia-this-year.a657797/,More roads to be resurfaced in Latvia this year,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/economy/economy/06.08.2026-riga-heating-bills-set-to-rise-by-up-to-20.a657794/,Rīga heating bills set to rise by up to 20%,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/economy/economy/06.08.2026-wood-pellet-producers-vow-to-supply-latvian-residents-first.a657728/,Wood pellet producers vow to supply Latvian residents first,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/economy/business/06.08.2026-why-does-airbaltic-want-to-employ-its-pilots-via-switzerland.a657712/,Why does airBaltic want to employ its pilots via Switzerland?,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/economy/economy/06.08.2026-grain-harvest-varies-regionally-in-latvia.a657695/,Grain harvest varies regionally in Latvia,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/features/news-in-simple-latvian/06.08.2026-news-in-simple-latvian-6th-august-2026.a657842/,"News in simple Latvian: 6th August, 2026",2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/features/news-in-simple-latvian/06.08.2026-news-in-simple-latvian-5th-august-2026.a657684/,"News in simple Latvian: 5th August, 2026",2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/features/news-in-simple-latvian/04.08.2026-news-in-simple-latvian-4th-august-2026.a657524/,"News in simple Latvian: 4th August, 2026",2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/features/commentary/04.08.2026-millions-invested-in-digitalisation-but-is-productivity-keeping-pace.a657454/,"Millions invested in digitalisation, but is productivity keeping pace?",2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/features/media/04.08.2026-latvian-public-media-watchdog-head-re-elected.a657401/,Latvian public media watchdog head re-elected,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/weather/weather/06.08.2026-solar-autumn-begins-in-latvia.a657756/,Solar autumn begins in Latvia,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/weather/weather/06.08.2026-heat-alert-in-force-in-eastern-latvia-thursday.a657685/,Heat alert in force in eastern Latvia Thursday,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/weather/weather/05.08.2026-hot-wednesday-ahead-in-latvia.a657533/,Hot Wednesday ahead in Latvia,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/weather/weather/03.08.2026-temperatures-will-rise-midweek-in-latvia.a657256/,Temperatures will rise midweek in Latvia,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/weather/weather/03.08.2026-sunny-and-warm-day-in-latvia-monday.a657210/,Sunny and warm day in Latvia Monday,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/weather/weather/31.07.2026-jelgava-is-hot-on-friday.a657076/,Jelgava is hot on Friday,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/weather/weather/31.07.2026-friday-will-be-hottest-day-of-week-in-latvia.a656995/,Friday will be hottest day of week in Latvia,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/weather/weather/30.07.2026-latvia-will-get-hotter-on-thursday.a656831/,Latvia will get hotter on Thursday,2026-08-09,2026-08-09_13.23.45,
https://eng.lsm.lv/article/weather/weather/10.08.2026-windy-week-ahead-in-latvia.a658096/,Windy week ahead in Latvia,2026-08-10,2026-08-10_07.53.02,
https://eng.lsm.lv/article/culture/music/10.08.2026-foolish-hearts-politicians-and-russia-spread-nonsense-about-raimonds-pauls-ban.a658089/,Foolish Hearts: politicians and Russia spread nonsense about Raimonds Pauls 'ban',2026-08-10,2026-08-10_07.53.02,
https://eng.lsm.lv/article/society/environment/10.08.2026-locals-rally-for-fishing-ban-in-maras-pond-riga.a658086/,"Locals rally for fishing ban in Māras Pond, Rīga",2026-08-10,2026-08-10_07.53.02,
https://eng.lsm.lv/article/society/defence/07.08.2026-teams-invited-to-enter-upcoming-eudis-defence-hackathon-in-latvia.a657956/,Teams invited to enter upcoming EUDIS defence hackathon in Latvia,2026-08-10,2026-08-10_07.53.02,
https://eng.lsm.lv/article/society/environment/10.08.2026-too-much-seaweed-in-liepaja.a658080/,Too much seaweed in Liepāja,2026-08-10,2026-08-10_07.53.02,
https://eng.lsm.lv/article/culture/sport/10.08.2026-watch-european-athletics-all-week-long-on-lsm.a658082/,Watch European athletics all week long on LSM,2026-08-10,2026-08-10_07.53.02,
https://eng.lsm.lv/article/economy/business/10.08.2026-mere-chain-closure-amounts-to-major-losses-for-latvian-suppliers.a658078/,'Mere' chain closure amounts to major losses for Latvian suppliers,2026-08-10,2026-08-10_07.53.02,
https://eng.lsm.lv/article/weather/weather/10.08.2026-monday-will-be-warm-with-afternoon-rains-in-latvia.a658076/,Monday will be warm with afternoon rains in Latvia,2026-08-10,2026-08-10_07.53.02,
https://eng.lsm.lv/article/features/news-in-simple-latvian/10.08.2026-news-in-simple-latvian-9th-august-2026.a658075/,"News in simple Latvian: 9th August, 2026",2026-08-10,2026-08-10_07.53.02,
https://eng.lsm.lv/article/economy/transport/10.08.2026-f1-car-to-rattle-around-riga-streets-for-a-few-days.a658155/,F1 car to rattle around Rīga streets for a few days,2026-08-10,2026-08-10_10.23.23,
https://eng.lsm.lv/article/society/crime/10.08.2026-latvian-security-service-detains-russian-war-supporter.a658152/,Latvian Security Service detains Russian war supporter,2026-08-10,2026-08-10_10.23.23,
https://eng.lsm.lv/article/culture/food-drink/10.08.2026-what-will-be-on-the-menu-at-latvian-schools-this-year.a658149/,What will be on the menu at Latvian schools this year?,2026-08-10,2026-08-10_10.23.23,
https://eng.lsm.lv/article/culture/sport/10.08.2026-more-beach-volleyball-medals-for-latvia.a658144/,More beach volleyball medals for Latvia,2026-08-10,2026-08-10_10.23.23,
https://eng.lsm.lv/article/culture/music/10.08.2026-latvian-music-journalist-klass-vavere-dies-reportedly-on-hike-in-mexico.a658146/,"Latvian music journalist Klāss Vāvere dies, reportedly on hike in Mexico",2026-08-10,2026-08-10_10.23.23,
https://eng.lsm.lv/article/economy/transport/10.08.2026-roadworks-on-58-road-sections-across-latvia.a658130/,Roadworks on 58 road sections across Latvia,2026-08-10,2026-08-10_10.23.23,
https://eng.lsm.lv/article/economy/economy/10.08.2026-battery-park-to-be-built-in-grobina-latvia.a658185/,"Battery park to be built in Grobiņa, Latvia",2026-08-10,2026-08-10_13.22.00,
https://eng.lsm.lv/article/economy/transport/10.08.2026-boat-service-from-vecmilgravis-to-bolderaja-coming-next-spring.a658165/,Boat service from Vecmīlgrāvis to Bolderāja coming next spring,2026-08-10,2026-08-10_13.22.00,
https://eng.lsm.lv/article/society/defence/10.08.2026-one-month-until-latvian-dual-use-export-forum-on-natos-eastern-border.a658221/,One month until 'Latvian Dual-Use Export Forum' on NATO's eastern border,2026-08-10,2026-08-10_16.04.34,
https://eng.lsm.lv/article/economy/employment/10.08.2026-latvia-has-quite-a-few-firefighters.a658083/,Latvia has quite a few firefighters,2026-08-10,2026-08-10_16.04.34,
https://eng.lsm.lv/article/culture/art/10.08.2026-atlantis-mural-unveiled-in-riga-underpass.a658213/,'Atlantis' mural unveiled in Rīga underpass,2026-08-10,2026-08-10_16.04.34,
https://eng.lsm.lv/article/society/society/10.08.2026-e-address-to-be-unavailable-over-weekend-in-latvia.a658204/,E-address to be unavailable over weekend in Latvia,2026-08-10,2026-08-10_16.04.34,
https://eng.lsm.lv/article/society/defence/10.08.2026-riga-stratcom-centre-publishes-new-russia-report.a658250/,Rīga StratCom centre publishes new Russia report,2026-08-10,2026-08-10_19.05.23,
